review_id,review_text,sentiment_label,sentiment_score,identified_theme(s)
0,very good app,positive,0.9099999999999999,Uncategorized
1,excellent,positive,1.0,Uncategorized
2,good,positive,0.7,Uncategorized
3,CBE ይለያል።,neutral,0.0,Uncategorized
4,it's special for me,positive,0.35714285714285715,Uncategorized
5,Make it user friendly.,positive,0.375,Uncategorized
6,maaliif daddafee install gaafata,neutral,0.0,Uncategorized
7,good app,positive,0.7,Uncategorized
8,This application is very important and advantage for transfer of money and finance in the coutry and foriegn country.,positive,0.52,Transaction Performance
9,why didn't work this app?,neutral,0.0,Uncategorized
10,The app makes our life easier. Thank you CBE!,neutral,0.0,Uncategorized
11,this app very bad 👎,negative,-0.9099999999999998,Uncategorized
12,the most advanced app. but how to stay safe?,positive,0.4666666666666666,Uncategorized
13,Good application,positive,0.7,Uncategorized
14,It is nice app,positive,0.6,Uncategorized
15,best,positive,1.0,Uncategorized
16,"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",neutral,-0.00234375,Uncategorized
17,thanks blc this app help me to use all time,positive,0.2,Customer Support
18,why we can't send money to other people telebirr wallets??,negative,-0.125,Uncategorized
19,አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,neutral,0.0,Uncategorized
20,በጣም ቀላልና ምቹ ነው።,neutral,0.0,Uncategorized
21,wow,positive,0.1,Uncategorized
22,nice,positive,0.6,Uncategorized
23,you are the reason why i got ye chogara himem,neutral,0.0,Uncategorized
24,it is so smart app i recommend it for everyone,positive,0.21428571428571427,Uncategorized
25,absolutely right,positive,0.2857142857142857,Uncategorized
26,mid application it's so annoying,negative,-0.4,Uncategorized
27,I used morethan one year,neutral,0.0,Uncategorized
28,no word can explane about this app it is nice 👍👍👍👍👍,positive,0.6,Uncategorized
29,"It's great app,I love this app",positive,0.65,Uncategorized
30,suckkkks,neutral,0.0,Uncategorized
31,not allowing to transfer and showing current statement updates.,neutral,0.0,Transaction Performance
32,I love you this app,positive,0.5,Uncategorized
33,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",positive,0.3666666666666667,Feature Requests
34,make life easy,positive,0.43333333333333335,Uncategorized
35,securr,neutral,0.0,Uncategorized
36,My most optional bank,positive,0.5,Uncategorized
37,5 star,neutral,0.0,Uncategorized
38,it is fantastic app.,positive,0.4,Uncategorized
39,sifen,neutral,0.0,Uncategorized
40,i like this√,neutral,0.0,Uncategorized
41,Ok,positive,0.5,Uncategorized
42,ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,neutral,0.0,Account Access Issues
43,"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",neutral,-0.019047619047619056,"Account Access Issues, User Interface & Experience, Customer Support, Feature Requests"
44,Like,neutral,0.0,Uncategorized
45,Nice and very useful app i like it!,positive,0.54375,Uncategorized
46,smart app,positive,0.21428571428571427,Uncategorized
47,sync problem may 22 2025 but the date stack on may 8 2025 help pls,neutral,0.0,Customer Support
48,cbe is my choice,neutral,0.0,Uncategorized
49,Awesome,positive,1.0,Uncategorized
50,I am not able to transfer. The app is not responding,negative,-0.25,Transaction Performance
51,Very convenient App,positive,0.2,Uncategorized
52,excellent but sometimes can not connect,positive,1.0,Uncategorized
53,wow apk,positive,0.1,Uncategorized
54,best 100 %,positive,1.0,Uncategorized
55,bad app,negative,-0.6999999999999998,Uncategorized
56,best app,positive,1.0,Uncategorized
57,nice app,positive,0.6,Uncategorized
58,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,positive,0.2222222222222222,Uncategorized
59,I can't access it properly I think it needs update,neutral,0.0,Account Access Issues
60,not Refresh,neutral,0.0,Uncategorized
61,your statement is not used as wanted,neutral,0.0,Uncategorized
62,good very good,positive,0.8049999999999999,Uncategorized
63,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,positive,0.18148148148148147,Uncategorized
64,Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,neutral,0.0,Uncategorized
65,Good !,positive,0.875,Uncategorized
66,i like it,neutral,0.0,Uncategorized
67,Very nice app,positive,0.78,Uncategorized
68,the app is not functional this week.,neutral,0.0,Uncategorized
69,very updated bank,positive,0.2,Uncategorized
70,tankyu,neutral,0.0,Uncategorized
71,Numbers 2 and 3 don't write during pin verification.,neutral,0.0,Uncategorized
72,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",positive,0.08181818181818182,"Account Access Issues, Customer Support"
73,loved it,positive,0.7,Uncategorized
74,this app is not working on my phone,neutral,0.0,Uncategorized
75,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,positive,0.2,Transaction Performance
76,"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",neutral,-0.03666666666666665,Uncategorized
77,mobile banking broblem,neutral,0.0,Uncategorized
78,good job,positive,0.7,Uncategorized
79,it is a good and clear apps to use,positive,0.39999999999999997,Uncategorized
80,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,neutral,0.0,Uncategorized
81,I love this app b/c every option in the app very clear and supportive.,positive,0.37666666666666665,Feature Requests
82,niiceh,neutral,0.0,Uncategorized
83,the app is good but their is no dark mode you have to add it,positive,0.38749999999999996,Feature Requests
84,abdulakim abrahim elemoo,neutral,0.0,Uncategorized
85,strong,positive,0.4333333333333333,Uncategorized
86,Abebaw Zenebe,neutral,0.0,Uncategorized
87,good I love it keep it up but if we had a new update that will be fire Soo good,positive,0.509090909090909,Uncategorized
88,Active and granted system,negative,-0.13333333333333333,Uncategorized
89,fast app,positive,0.2,Uncategorized
90,cool 😎,positive,0.35,Uncategorized
91,Galaxy A10s,neutral,0.0,Uncategorized
92,the best apps,positive,1.0,Uncategorized
93,arif app new,positive,0.13636363636363635,Uncategorized
94,laga Bari biranch,neutral,0.0,Uncategorized
95,I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,neutral,0.0,Uncategorized
96,Attractive,positive,0.8,Uncategorized
97,mite,neutral,0.0,Uncategorized
98,useful,positive,0.3,Uncategorized
99,"not good, not bad!",neutral,0.043749999999999956,Uncategorized
100,very good,positive,0.9099999999999999,Uncategorized
101,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,neutral,0.0,Uncategorized
102,imp,neutral,0.0,Uncategorized
103,super fast app,positive,0.26666666666666666,Uncategorized
104,"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",positive,0.16018518518518515,"Account Access Issues, Transaction Performance, Feature Requests"
105,"it says ""ti is work any more in your device"" what can i do??",positive,0.5,Uncategorized
106,blah blah blah,neutral,0.0,Uncategorized
107,bad ግዴታ መሆንሁ,negative,-0.6999999999999998,Uncategorized
108,CBE no.1,neutral,0.0,Uncategorized
109,"it's not work correctly when it's needed sometimes, but it works sometimes though",neutral,0.0,Uncategorized
110,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,positive,0.2533333333333333,Uncategorized
111,gooof,neutral,0.0,Uncategorized
112,"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",neutral,-0.038888888888888896,Uncategorized
113,still not perfect like before,negative,-0.5,Uncategorized
114,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,negative,-0.07500000000000001,Feature Requests
115,APPLIED,neutral,0.0,Uncategorized
116,10 years ago,neutral,0.0,Uncategorized
117,Asefa Obsa,neutral,0.0,Uncategorized
118,it's good app,positive,0.7,Uncategorized
119,very slow,negative,-0.39000000000000007,Transaction Performance
120,berhan deriba wami,neutral,0.0,Uncategorized
121,mahamad Usman,neutral,0.0,Uncategorized
122,Erako,neutral,0.0,Uncategorized
123,opne,neutral,0.0,Uncategorized
124,mehommd nuri,neutral,0.0,Uncategorized
125,providing very secure service.,positive,0.52,Customer Support
126,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,neutral,0.0,Uncategorized
127,RIYAD Mohammed Abaoli 92 527 2567,neutral,0.0,Uncategorized
128,it doesn't show bank statement and no options to see transactions for the past months.,negative,-0.25,"Transaction Performance, Feature Requests"
129,Mamma Husen,neutral,0.0,Uncategorized
130,3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,neutral,0.0,Transaction Performance
131,exceptional application from others bank,positive,0.6666666666666666,Uncategorized
132,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",positive,0.08041666666666668,Uncategorized
133,really good app,positive,0.7,Uncategorized
134,smart bank CBE,positive,0.21428571428571427,Uncategorized
135,Ali urgesa11,neutral,0.0,Uncategorized
136,it's good,positive,0.7,Uncategorized
137,Good apps,positive,0.7,Uncategorized
138,password በጣት አሻራ ቢኖረው መልካም ነበር,neutral,0.0,Account Access Issues
139,best app i ever seen,positive,1.0,Uncategorized
140,it's game changing in financial system,negative,-0.2,Uncategorized
141,"z,MKT 20_._!8+⅓⅕😘r",neutral,0.0,Uncategorized
142,will good updating,positive,0.7,Uncategorized
143,"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",negative,-0.35,Customer Support
144,why removing screenshot feature why?,neutral,0.0,Feature Requests
145,very good application! thank you all who participate!,positive,1.0,Uncategorized
146,application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,positive,0.6066666666666667,Uncategorized
147,user compatible app!,neutral,0.0,Uncategorized
148,"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",positive,0.6,Account Access Issues
149,what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,positive,0.45,Uncategorized
150,Our Commercial Bank of Ethiopia is Good !,positive,0.4375,Uncategorized
151,Asledin Ibsa,neutral,0.0,Uncategorized
152,terrible when showing history of transaction it shows in disorganised way,negative,-1.0,Transaction Performance
153,my bank,neutral,0.0,Uncategorized
154,Data,neutral,0.0,Uncategorized
155,"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",neutral,-0.027777777777777773,Uncategorized
156,excellent app with lots of features,positive,1.0,Feature Requests
157,very good 👍 mobile banking,positive,0.9099999999999999,Uncategorized
158,so special,positive,0.35714285714285715,Uncategorized
159,wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,neutral,0.0,Uncategorized
160,woow cbe,neutral,0.0,Uncategorized
161,cbe the best bank app,positive,1.0,Uncategorized
162,This App CBE bank it's Simple and Smart I Like it.,positive,0.10714285714285714,Uncategorized
163,Rijalufaris,neutral,0.0,Uncategorized
164,its Best app But i hate the Repeatedly update request,positive,0.09999999999999998,Feature Requests
165,imoo,neutral,0.0,Uncategorized
166,"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",positive,0.11499999999999999,Customer Support
167,screen shoot always not allowed why?,neutral,0.0,Uncategorized
168,enkorabetalen,neutral,0.0,Uncategorized
169,Gamada mahamadi,neutral,0.0,Uncategorized
170,it is very good banking web but its network is sometimes busy i hope they willfix the problem,positive,0.505,Uncategorized
171,verfcasencod,neutral,0.0,Uncategorized
172,you can't get your own transaction history,positive,0.6,Transaction Performance
173,sintu,neutral,0.0,Uncategorized
174,Bank of Ethiopia,neutral,0.0,Uncategorized
175,"All most Good, but need improvement",positive,0.6,Uncategorized
176,"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",positive,0.30000000000000004,Uncategorized
177,poor app all of you guys delete CBE and download BOA,negative,-0.4,Uncategorized
178,niceapp,neutral,0.0,Uncategorized
179,the best app of all,positive,1.0,Uncategorized
180,"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",neutral,0.008928571428571428,Account Access Issues
181,Juhaar,neutral,0.0,Uncategorized
182,I am using CBE app very fantastic.,positive,0.52,Uncategorized
183,bist app tankyou,neutral,0.0,Uncategorized
184,this is very useful and consistent app,positive,0.32,Uncategorized
185,"this application provides timely service in a good, fast and reliable manner.",positive,0.44999999999999996,Customer Support
186,So good,positive,0.7,Uncategorized
187,it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,positive,0.22000000000000003,Feature Requests
188,"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",positive,0.19999999999999998,Uncategorized
189,It is amazing app but it is more better if it is possible to transfer from account to other telebirr,positive,0.29500000000000004,Transaction Performance
190,"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",positive,0.2916666666666667,Uncategorized
191,very important app,positive,0.52,Uncategorized
192,the best of all mobile banking in Ethiopia works perfectly fine,positive,0.7083333333333334,Uncategorized
193,DANTRO BAND!!!,neutral,0.0,Uncategorized
194,some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,positive,0.3275,Transaction Performance
195,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,positive,0.195,Transaction Performance
196,why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,neutral,0.0,Customer Support
197,asfaw damse,neutral,0.0,Uncategorized
198,jabadhaa namatii tolataan,neutral,0.0,Uncategorized
199,"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",positive,0.29892857142857143,"User Interface & Experience, Feature Requests"
200,The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,neutral,0.041666666666666664,Feature Requests
201,Truly amazing!,positive,0.7500000000000001,Uncategorized
202,Doesn't have option to generate statement for transactions,neutral,0.0,"Transaction Performance, Feature Requests"
203,JanaleBl,neutral,0.0,Uncategorized
204,nice application,positive,0.6,Uncategorized
205,WaaaaaaaW,neutral,0.0,Uncategorized
206,very nice,positive,0.78,Uncategorized
207,Of,neutral,0.0,Uncategorized
208,it's best app to use recently and upgraded day to day for internationalization,positive,0.5,Uncategorized
209,Easy to use and not Complicated 👍,positive,0.3416666666666667,Uncategorized
210,apdat the app,neutral,0.0,Uncategorized
211,good in bankin at any time & any where.,positive,0.7,Uncategorized
212,great,positive,0.8,Uncategorized
213,"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",negative,-0.24166666666666667,Transaction Performance
214,it is best to me,positive,1.0,Uncategorized
215,hayizgi mebrahtom feshay,neutral,0.0,Uncategorized
216,Excellent app,positive,1.0,Uncategorized
217,after apdate the app doesn't work any thing else it said enable to connects,neutral,0.0,Uncategorized
218,love,positive,0.5,Uncategorized
219,Hasasa bank,neutral,0.0,Uncategorized
220,All ways Trusted.,neutral,0.0,Uncategorized
221,best MB application in Ethiopia financial sector.,positive,0.5,Uncategorized
222,I like this app,neutral,0.0,Uncategorized
223,am tired why I have to update every 5 day,negative,-0.4,Uncategorized
224,usb debugig mode bicha off endidereg axrigu like awash bank,neutral,0.0,Uncategorized
225,good morning 🙏,positive,0.7,Uncategorized
226,am happy 😃,positive,0.8,Uncategorized
227,wowww,neutral,0.0,Uncategorized
228,KEHRU nasir AbFIXA,neutral,0.0,Uncategorized
229,It is well organized.,neutral,0.0,Uncategorized
230,Can't see the nearest Branch or ATM available,positive,0.4,Uncategorized
231,the app does not open,neutral,0.0,Uncategorized
232,from Monk,neutral,0.0,Uncategorized
233,"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",positive,0.4515625,User Interface & Experience
234,incredible,positive,0.9,Uncategorized
235,it's the best money transfer app ever,positive,1.0,Transaction Performance
236,it is nice,positive,0.6,Uncategorized
237,user friendly. best.,positive,0.6875,Uncategorized
238,best app!!!,positive,1.0,Uncategorized
239,"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",positive,0.17083333333333334,Customer Support
240,jabirabdala,neutral,0.0,Uncategorized
241,unfair cost of transportations... what a shame!!!,negative,-0.9765625,Uncategorized
242,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",positive,0.36666666666666664,Transaction Performance
243,WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,positive,0.5595052083333334,Uncategorized
244,zinaa Ahmed,neutral,0.0,Uncategorized
245,absolutely excellent,positive,1.0,Uncategorized
246,amazing app,positive,0.6000000000000001,Uncategorized
247,perfect and easy,positive,0.7166666666666667,Uncategorized
248,fastest,neutral,0.0,Uncategorized
249,My account is not working,neutral,0.0,Uncategorized
250,The recent update is not optimized fir latest version of android,positive,0.25,Uncategorized
251,topp,neutral,0.0,Uncategorized
252,I appreciate it,neutral,0.0,Uncategorized
253,v.good app,neutral,0.0,Uncategorized
254,sahib amin jamal,neutral,0.0,Uncategorized
255,installi,neutral,0.0,Uncategorized
256,very good apps,positive,0.9099999999999999,Uncategorized
257,the app say it is not compatible with ur phone can u fix it it is not updating.,neutral,0.0,Uncategorized
258,"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",positive,0.23416666666666666,Uncategorized
259,tinishu titiba,neutral,0.0,Uncategorized
260,"essy to use ,has great interface and user-friendly g",positive,0.8,User Interface & Experience
261,Yuuuuu,neutral,0.0,Uncategorized
262,I found it very much friendly,positive,0.375,Uncategorized
263,"Very useful app, while we use CBE.",positive,0.39,Uncategorized
264,woooow,neutral,0.0,Uncategorized
265,Redmi,neutral,0.0,Uncategorized
266,kamil aweil,neutral,0.0,Uncategorized
267,In your next update can you come with night mode future,neutral,0.0,Uncategorized
268,"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",positive,0.2310185185185185,"Customer Support, Feature Requests"
269,mayreba app you its better if you use other banks,positive,0.1875,Uncategorized
270,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,negative,-0.125,Transaction Performance
271,let us know before you shut down the app,negative,-0.15555555555555559,Uncategorized
272,excited,positive,0.375,Uncategorized
273,amizing,neutral,0.0,Uncategorized
274,love it,positive,0.5,Uncategorized
275,yes it is v good,positive,0.7,Uncategorized
276,A great update in the Mobile Banking Application. Thanks for the System and customization department,positive,0.5,Uncategorized
277,this app is smart.,positive,0.21428571428571427,Uncategorized
278,I am happy,positive,0.8,Uncategorized
279,Still I have not face critical problems sometimes delay to open,neutral,0.0,Uncategorized
280,The connection between bank and the app is lag relationship this must be corrected.,neutral,0.0,Uncategorized
281,I have forgotten mobail banking password,neutral,0.0,Account Access Issues
282,Thank you,neutral,0.0,Uncategorized
283,muktaar Abraahim,neutral,0.0,Uncategorized
284,🤞Good One,neutral,0.0,Uncategorized
285,why does it say change pin to 6 digits is that right?,positive,0.2857142857142857,Uncategorized
286,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,negative,-0.25,Account Access Issues
287,i like it and aprshat.,neutral,0.0,Uncategorized
288,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",neutral,-0.024999999999999994,Uncategorized
289,best app and easy to use,positive,0.7166666666666667,Uncategorized
290,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,positive,0.31875,Transaction Performance
291,List of transactions can't load over months and years..,neutral,0.0,Transaction Performance
292,transferring money to telebirr is not working,neutral,0.0,Transaction Performance
293,I don't Like this app and there service fee is highl,neutral,0.0,Customer Support
294,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,neutral,0.0,Uncategorized
295,this application do not show over all transaction history,neutral,0.0,Transaction Performance
296,Make the reason we wrote visible on app transaction.,neutral,0.0,Transaction Performance
297,app is note active working crash,negative,-0.13333333333333333,Uncategorized
298,goof,neutral,0.0,Uncategorized
299,good!,positive,0.875,Uncategorized
300,good jop,positive,0.7,Uncategorized
301,bad exprience...it is so crushed,negative,-0.3999999999999999,Uncategorized
302,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,positive,0.42500000000000004,Uncategorized
303,most of the time is not working properly,positive,0.25,Uncategorized
304,good service,positive,0.7,Customer Support
305,not use for me,neutral,0.0,Uncategorized
306,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,positive,0.06818181818181818,Feature Requests
307,waw,neutral,0.0,Uncategorized
308,the lag is unbelievable when you need it the most this suks,positive,0.125,Uncategorized
309,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,negative,-0.13333333333333333,Uncategorized
310,it is a good app,positive,0.7,Uncategorized
311,it is not working at all,neutral,0.0,Uncategorized
312,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,positive,0.21227272727272725,Account Access Issues
313,when trying to activate the app it keeps on loading on the security questions page. It has been two days,neutral,0.0,Uncategorized
314,fast and simple,positive,0.1,Uncategorized
315,best of best,positive,1.0,Uncategorized
316,Worest Banking App Ever I seen. Fake App Bad Better to Leave,negative,-0.23333333333333325,Uncategorized
317,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",positive,0.2333333333333333,User Interface & Experience
318,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,positive,0.2,Uncategorized
319,"Barely works, it always fails to connect",negative,-0.225,Uncategorized
320,my fav app,neutral,0.0,Uncategorized
321,this app launch time is so long also has dozen bugs in addition it's has been long time get update,neutral,-0.05,Uncategorized
322,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",positive,0.13874999999999998,Uncategorized
323,I like,neutral,0.0,Uncategorized
324,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,negative,-0.16625,Transaction Performance
325,"the worst app ever,",negative,-1.0,Uncategorized
326,better,positive,0.5,Uncategorized
327,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",neutral,-0.018000000000000016,"Transaction Performance, User Interface & Experience, Feature Requests"
328,this app can't open? what is problem? please solve my problem?,neutral,0.0,Uncategorized
329,kiyaa makonn,neutral,0.0,Uncategorized
330,very very lazy app,negative,-0.325,Uncategorized
331,telebirr remittance,neutral,0.0,Uncategorized
332,The best bank in 🇪🇹,positive,1.0,Uncategorized
333,the worst app in my financial experience.,negative,-0.5,User Interface & Experience
