review_id,review_text,sentiment_label,sentiment_score,identified_theme(s)
334,good for mb appliciation,positive,0.7,Uncategorized
335,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,negative,-0.7666666666666666,Transaction Performance
336,try to easy network,positive,0.43333333333333335,Uncategorized
337,hussen hassen umer,neutral,0.0,Uncategorized
338,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",positive,0.2398809523809524,User Interface & Experience
339,an exceptional banking app.,positive,0.6666666666666666,Uncategorized
340,alhamdulilah,neutral,0.0,Uncategorized
341,poor,negative,-0.4,Uncategorized
342,from the last week updates the app is not working Please check the problems,neutral,0.0,Uncategorized
343,It's always crushing,positive,0.4,Uncategorized
344,office branches have to improve their services please,neutral,0.0,Customer Support
345,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,positive,0.5,Uncategorized
346,it needs a timely update,neutral,0.0,Uncategorized
347,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",negative,-0.26,"Transaction Performance, Feature Requests"
348,I can't type my otp on it.,neutral,0.0,Account Access Issues
349,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",positive,0.18181818181818182,Uncategorized
350,jaajja,neutral,0.0,Uncategorized
351,I love this bank the best experience ever.,positive,0.75,User Interface & Experience
352,"Nothing has been improved, it doesn't work like the previous version.",negative,-0.16666666666666666,Uncategorized
353,easy and fast,positive,0.31666666666666665,Uncategorized
354,mobile banking,neutral,0.0,Uncategorized
355,"need alot of connection, chooses device, very lug even when there is connection",positive,0.2,Uncategorized
356,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,positive,0.4,Transaction Performance
357,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,negative,-0.13000000000000003,Transaction Performance
358,none,neutral,0.0,Uncategorized
359,very good app i ever used,positive,0.9099999999999999,Uncategorized
360,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,positive,0.3666666666666667,Transaction Performance
361,zedo,neutral,0.0,Uncategorized
362,please open my mobile app,neutral,0.0,Uncategorized
363,it doesn't open,neutral,0.0,Uncategorized
364,masha alla,neutral,0.0,Uncategorized
365,Best banking transaction application in Ethiopia !,positive,1.0,Transaction Performance
366,tamaam kamal,neutral,0.0,Uncategorized
367,absiniya banki,neutral,0.0,Uncategorized
368,has issue after installation and i think it doesn't work with tecno common 30,negative,-0.3,Uncategorized
369,One of the best in this business,positive,1.0,Uncategorized
370,besat🥰,neutral,0.0,Uncategorized
371,unlimited experience,neutral,0.0,User Interface & Experience
372,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",positive,0.2333333333333333,"Account Access Issues, Transaction Performance"
373,very nice mobile banking app my favourite,positive,0.78,Uncategorized
374,"it almost never boots up!!! and even if it did, it crashes immediately",neutral,0.0,Uncategorized
375,best apps,positive,1.0,Uncategorized
376,the worst app ever to exist in a bank history,negative,-1.0,Uncategorized
377,Best mobile app in the country,positive,1.0,Uncategorized
378,not fast,negative,-0.1,Uncategorized
379,keeps freezing at the front page.,neutral,0.0,Uncategorized
380,it is not working on redminote 11 pro+ pls fix it,neutral,0.0,Uncategorized
381,abseniya bank app,neutral,0.0,Uncategorized
382,yes goode app,neutral,0.0,Uncategorized
383,Great App,positive,0.8,Uncategorized
384,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,negative,-0.33999999999999997,"Account Access Issues, Transaction Performance"
385,The Worst Mobile Banking App.,negative,-1.0,Uncategorized
386,giod,neutral,0.0,Uncategorized
387,best bank in ethiopia,positive,1.0,Uncategorized
388,waqayyoo,neutral,0.0,Uncategorized
389,please is not working,neutral,0.0,Uncategorized
390,nothing when I need to install the Apk it say that re-up date,neutral,0.0,Uncategorized
391,I can log in from any where,neutral,0.0,Uncategorized
392,no proplem,neutral,0.0,Uncategorized
393,good work,positive,0.7,Uncategorized
394,Great BoA,positive,0.8,Uncategorized
395,Okay,positive,0.5,Uncategorized
396,not working,neutral,0.0,Uncategorized
397,This App is Getting worse and worse with every update,negative,-0.4,Uncategorized
398,meku,neutral,0.0,Uncategorized
399,awasome app go a head,neutral,0.0,Uncategorized
400,it sucks as hell. it crashes most of the time and takes a long time to load .,positive,0.05000000000000001,Uncategorized
401,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",positive,0.31111111111111106,Uncategorized
402,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,positive,0.42833333333333334,Uncategorized
403,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",positive,0.07,User Interface & Experience
404,amazing Banks App👌👌,positive,0.6000000000000001,Uncategorized
405,good App fore me,positive,0.7,Uncategorized
406,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",positive,0.2,Feature Requests
407,fantastic,positive,0.4,Uncategorized
408,it's nice to use.,positive,0.6,Uncategorized
409,app doesn't start,neutral,0.0,Uncategorized
410,Excellent application,positive,1.0,Uncategorized
411,its very bad app its very slow,negative,-0.6499999999999999,Transaction Performance
412,Good job!,positive,0.875,Uncategorized
413,best financial app.,positive,0.5,Uncategorized
414,the worst app humans ever created,negative,-1.0,Uncategorized
415,it's not working,neutral,0.0,Uncategorized
416,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",neutral,0.03333333333333333,Account Access Issues
417,exceptional,positive,0.6666666666666666,Uncategorized
418,BoA Mobile good bank,positive,0.7,Uncategorized
419,this is worest app 24/7 loading,neutral,0.0,Uncategorized
420,BoA system is confartable,neutral,0.0,Uncategorized
421,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",neutral,-0.016666666666666663,Uncategorized
422,Good service.,positive,0.7,Customer Support
423,the app crush frequently,positive,0.1,Uncategorized
424,You guys keeps getting worst,negative,-1.0,Uncategorized
425,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",positive,0.1380952380952381,"Transaction Performance, Feature Requests"
426,BoA,neutral,0.0,Uncategorized
427,but not opening on android,neutral,0.0,Uncategorized
428,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,negative,-0.3333333333333333,Uncategorized
429,amazing,positive,0.6000000000000001,Uncategorized
430,"this app does no work on Samsung a51, it just gives a preview of the logo",neutral,0.0,Uncategorized
431,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",positive,0.265625,Feature Requests
432,liking this application good 👍,positive,0.7,Uncategorized
433,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",neutral,0.028888888888888884,Account Access Issues
434,it's really good 👍,positive,0.7,Uncategorized
435,Bad app . it stuck when you open and noting WORKS.,negative,-0.3499999999999999,Uncategorized
436,"the app isn't working after it asked me the password it starts loading, but it doesn't open",neutral,0.0,Account Access Issues
437,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,negative,-0.65,"Transaction Performance, User Interface & Experience, Feature Requests"
438,yideg,neutral,0.0,Uncategorized
439,boa of mobile backing,neutral,0.0,Uncategorized
440,faster bank of Abissinya,neutral,0.0,Uncategorized
441,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,positive,0.05000000000000001,Uncategorized
442,it just doesn't work...so frustrating,negative,-0.4,Uncategorized
443,it's not work correctly... you must have update it,neutral,0.0,Uncategorized
444,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",positive,0.1,"Account Access Issues, Transaction Performance"
445,after i typed in my password it says successfully logged out ...and goes back to the first page,positive,0.3333333333333333,Account Access Issues
446,good but they don't update enough don't add new things,positive,0.27878787878787875,Feature Requests
447,it doesn't work period z slowest mobile banking ever i would rather use *815#,neutral,0.0,Transaction Performance
448,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",neutral,0.0,Uncategorized
449,this version is not working for me I cannot even buy card. I cannot send money,neutral,0.0,Uncategorized
450,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",positive,0.058333333333333334,Account Access Issues
451,always problematic hardly works,negative,-0.2916666666666667,Uncategorized
452,considering the fact the bank is huge this app really bad you could do better,positive,0.06666666666666675,Uncategorized
453,"worst app and Bank ever u be ashamed, scammer",negative,-1.0,Uncategorized
454,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,positive,0.25,Transaction Performance
455,there is no speed,neutral,0.0,Uncategorized
456,"For anyone who wants to download it, just don't!!!",positive,0.390625,Uncategorized
457,wonderful,positive,1.0,Uncategorized
458,all worck,neutral,0.0,Uncategorized
459,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",positive,0.06022727272727273,"Account Access Issues, User Interface & Experience, Feature Requests"
460,Improved to be the best,positive,1.0,Uncategorized
461,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",positive,0.08333333333333333,Transaction Performance
462,BoA Greqt Ethiopian bank.,neutral,0.0,Uncategorized
463,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",positive,0.2,Uncategorized
464,Almost better compared to cbe where it is not qualified for,positive,0.5,Uncategorized
465,what awesome apps. it is very simple to use and more much important apps.,positive,0.475,Uncategorized
466,Wonderfull app,neutral,0.0,Uncategorized
467,i can't use this app why?,neutral,0.0,Uncategorized
468,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,positive,0.1392857142857143,"Account Access Issues, User Interface & Experience"
469,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,negative,-0.1125,Uncategorized
470,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,negative,-0.125,Uncategorized
471,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",neutral,0.041666666666666664,Uncategorized
472,It has good features but sometimes it doesn't work...0,positive,0.7,Feature Requests
473,Very poor proformance,negative,-0.52,Uncategorized
474,It's not opening. Really frustrating,negative,-0.4,Uncategorized
475,Verry Amazing App from all IB,positive,0.6000000000000001,Uncategorized
476,Not working on this days,neutral,0.0,Uncategorized
477,Thank you BoA,neutral,0.0,Uncategorized
478,best banking app in the wworld,positive,1.0,Uncategorized
479,Nice app and it's easy to use,positive,0.5166666666666666,Uncategorized
480,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",negative,-0.0722222222222222,"Transaction Performance, Feature Requests"
481,This is help full i like ittttt,positive,0.35,Customer Support
482,The is not functional at all?,neutral,0.0,Uncategorized
483,Best bank,positive,1.0,Uncategorized
484,Make it easy and convienient to use and perfect for all to high prefrence and choice.,positive,0.5311111111111111,Uncategorized
485,I have been using this app for two years.It is amazing.,positive,0.6000000000000001,Uncategorized
486,Sad experience,negative,-0.5,User Interface & Experience
487,Always do update and that is annoying,negative,-0.8,Uncategorized
488,"Best app, somehow waiting a few minutes",positive,0.4,Uncategorized
489,I can't dijitalize my atm in the apollo app on my phone,neutral,0.0,Uncategorized
490,Whenever I try to sign in app close please fixed it out,positive,0.1,Uncategorized
491,Beter,neutral,0.0,Uncategorized
492,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,negative,-0.39000000000000007,Transaction Performance
493,Aadan Axmed Barkhadle,neutral,0.0,Uncategorized
494,Horrible customer service and app crashes Horrible!!,negative,-1.0,Customer Support
495,I love it,positive,0.5,Uncategorized
496,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,neutral,0.0,Uncategorized
497,Like to much,positive,0.2,Uncategorized
498,Perfect,positive,1.0,Uncategorized
499,The best of best,positive,1.0,Uncategorized
500,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,positive,0.30833333333333335,User Interface & Experience
501,Fast and suitable for the customers.,positive,0.375,Uncategorized
502,Good app and helpful,positive,0.7,Uncategorized
503,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",positive,0.15357142857142855,"Customer Support, Feature Requests"
504,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,neutral,0.0,Uncategorized
505,It doesn't work at all.,neutral,0.0,Uncategorized
506,this app is not available,negative,-0.2,Uncategorized
507,Wow what amazing,positive,0.35000000000000003,Uncategorized
508,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,neutral,0.0,Uncategorized
509,Lemn embi yilal??,neutral,0.0,Uncategorized
510,It's useless app downgraded.,negative,-0.5,Uncategorized
511,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,positive,0.1,Account Access Issues
512,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,negative,-0.2333333333333333,Uncategorized
513,Not that much bad,negative,-0.6999999999999998,Uncategorized
514,Fine,positive,0.4166666666666667,Uncategorized
515,The dirtiest application ever seen...,neutral,0.0,Uncategorized
516,Nic ap,neutral,0.0,Uncategorized
517,The forest app ever,neutral,0.0,Uncategorized
518,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",positive,0.375,Feature Requests
519,Bank of abissena,neutral,0.0,Uncategorized
520,"Easy and sooo simple to use it, also its easy to stole someones money using the app",positive,0.2888888888888889,Uncategorized
521,The worst banking app ever. Never works!,negative,-1.0,Uncategorized
522,Poorly functioning app,negative,-0.4,Uncategorized
523,Your system is the worst you should do better😡😡😡😡😡😡,negative,-1.0,Uncategorized
524,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,negative,-0.0875,Customer Support
525,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",positive,0.37142857142857144,"Customer Support, Feature Requests"
526,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",negative,-0.29500000000000004,"User Interface & Experience, Feature Requests"
527,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,negative,-0.06,Uncategorized
528,It doesn't work on my 2 devices A05 and A34 😡,neutral,0.0,Uncategorized
529,My attention is very important because it will be the most difficult time for me,positive,0.17333333333333334,Uncategorized
530,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",negative,-0.19062500000000002,"Account Access Issues, Transaction Performance, User Interface & Experience, Customer Support"
531,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,positive,0.4,Uncategorized
532,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,negative,-0.1075,Uncategorized
533,exellent digital transaction of money,neutral,0.0,Transaction Performance
534,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,positive,0.16666666666666666,Uncategorized
535,Money,neutral,0.0,Uncategorized
536,It needs more improvment,positive,0.5,Uncategorized
537,ab,neutral,0.0,Uncategorized
538,Ademtahir,neutral,0.0,Uncategorized
539,Please this app on my android phone,neutral,0.0,Uncategorized
540,GOAT 🐐 🐐,neutral,0.0,Uncategorized
541,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",neutral,0.016666666666666635,Transaction Performance
542,Fast and reliable,positive,0.2,Uncategorized
543,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",negative,-0.27976190476190477,Feature Requests
544,One of the poorest mobile banking system,neutral,0.0,Uncategorized
545,Oene,neutral,0.0,Uncategorized
546,i find it interesting specially in reciept downloading,positive,0.4285714285714286,Uncategorized
547,it good,positive,0.7,Uncategorized
548,"This app crashes everytime, please fix it",neutral,0.0,Uncategorized
549,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,neutral,0.0,Uncategorized
550,I need a support the app is not working,neutral,0.0,Customer Support
551,Bast bank of ethiopia,neutral,0.0,Uncategorized
552,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,negative,-0.39000000000000007,Transaction Performance
553,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",neutral,0.03333333333333333,Customer Support
554,The worst App i have never seen like this before,negative,-1.0,Uncategorized
555,Wweeeer,neutral,0.0,Uncategorized
556,Infinx,neutral,0.0,Uncategorized
557,Great service,positive,0.8,Customer Support
558,This app is not available on all android versions and some times it is not functional.,negative,-0.2,Uncategorized
559,senayt Mesfin,neutral,0.0,Uncategorized
560,Bad app vety bad.,negative,-0.6999999999999998,Uncategorized
561,Abessnya Banke,neutral,0.0,Uncategorized
562,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",negative,-0.075,Uncategorized
563,Professional on banking app,positive,0.1,Uncategorized
564,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,positive,0.14999999999999997,"Transaction Performance, User Interface & Experience"
565,Please try another because this app doesn't feet the need of this generation,neutral,0.0,Uncategorized
566,Fast transfer,positive,0.2,Transaction Performance
567,"What's up I can't log in, what's wrong",negative,-0.5,Uncategorized
568,Amrumehamed,neutral,0.0,Uncategorized
569,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",positive,0.225,Customer Support
570,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",negative,-0.1496031746031746,"Transaction Performance, User Interface & Experience, Customer Support"
571,A painfully slow banking app service. Please don't make it your choice!,negative,-0.37500000000000006,"Transaction Performance, Customer Support"
572,Best app to me,positive,1.0,Uncategorized
573,Abdulkadir,neutral,0.0,Uncategorized
574,If it is possible I would gove0 star,neutral,0.0,Uncategorized
575,Nise mobile bankig,neutral,0.0,Uncategorized
576,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,positive,0.11499999999999999,Transaction Performance
577,Just make it work please🤣 this is embarrassing for a bank of your size,neutral,0.0,Uncategorized
578,Update to the simplest way it requires the developer option on and off why this is,neutral,0.0,Feature Requests
579,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",neutral,-0.009595959595959616,"Transaction Performance, Feature Requests"
580,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,positive,0.1,Uncategorized
581,Worest app,neutral,0.0,Uncategorized
582,when u release update its always a problem,neutral,0.0,Uncategorized
583,primary choice,positive,0.4,Uncategorized
584,its use friendly,positive,0.375,Uncategorized
585,"The apk need time to open the passward page immediately , and lagging.",neutral,0.0,Uncategorized
586,"this app is not good it's, access are limited and u guys are working only on it's graphics we need it for banking activities not for game. make it more active and better its dormant. i don't like it cbe is better than.",positive,0.06815476190476191,Account Access Issues
587,very smart App easy to use and friendly,positive,0.36230158730158735,Uncategorized
588,Very exemplery App to other Bank Aps !,neutral,0.021875000000000006,Uncategorized
589,It Is An Amazing app,positive,0.6000000000000001,Uncategorized
590,"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",positive,0.4583333333333333,Uncategorized
591,What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,positive,0.25,Feature Requests
592,Exceptional Product.,positive,0.6666666666666666,Uncategorized
593,very easy app,positive,0.5633333333333334,Uncategorized
594,"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",positive,0.3893939393939394,"Account Access Issues, Transaction Performance, Customer Support, Feature Requests"
595,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,negative,-0.07142857142857142,"Transaction Performance, Feature Requests"
596,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",negative,-0.225,Transaction Performance
597,always updating bad stability,negative,-0.6999999999999998,Uncategorized
598,"it say's disable developer option, i disabled it but its not working still",negative,-0.2,Feature Requests
599,with the super app evry thing i need is just a tap away,positive,0.3333333333333333,Uncategorized
600,eyita tips,neutral,0.0,Uncategorized
